imgLoader.thisRepN,imgLoader.thisTrialN,imgLoader.thisN,imgLoader.thisIndex,stim_file,stim_type,thisRow.t,notes,loadStims.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.31958454200503184,,,,,,,,
