imgLoader.thisRepN,imgLoader.thisTrialN,imgLoader.thisN,imgLoader.thisIndex,pracBlock_loop.thisRepN,pracBlock_loop.thisTrialN,pracBlock_loop.thisN,pracBlock_loop.thisIndex,pracTrials_loop.thisRepN,pracTrials_loop.thisTrialN,pracTrials_loop.thisN,pracTrials_loop.thisIndex,trial_type,go_nogo,stim_type,stim_file,corr_resp1,corr_resp2,thisRow.t,notes,loadStims.started,loadStims.stopped,shuffleStims.started,shuffleStims.stopped,prepTimings.started,prepTimings.stopped,instructions.started,textInstructions.started,keyInstruct.started,instructions.stopped,keyInstruct.keys,keyInstruct.rt,keyInstruct.duration,prepPrac.started,textPractice.started,keyPractice.started,prepPrac.stopped,keyPractice.keys,keyPractice.rt,keyPractice.duration,prepTrial.started,jitter_time,trial_img,trial_time,prepTrial.stopped,jitteredISI.started,textJitteredFix.started,textJitteredFix.stopped,jitteredISI.stopped,preTrial.started,textPreTrialFix.started,textPreTrialFix.stopped,preTrial.stopped,iceTrial.started,stopSignal.started,imageTarg.started,keyResp.started,stopSignal.stopped,imageTarg.stopped,keyResp.stopped,iceTrial.stopped,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,go_accuracy,go_reaction_time,adjusted_buzz_time,postTrial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.5154043750007986,,0.4680500419999589,0.46814583399827825,0.46816641699842876,0.46845754199966905,0.4684631249983795,0.46855375000086497,0.46855895900080213,0.5154043750007986,0.5154043750007986,1.3330732499998703,space,0.7880907920007303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338614,001,2024-02-09_11h44.19.935,ESST,2023.2.3,None,2024-02-09 11h44.26.377943 -0800,
,,,,,,,,,,,,,,,,,,1.7356896249984857,,,,,,,,,,,,,,,1.3335651669985964,1.3511320840007102,1.3511320840007102,1.7147161249995406,space,0.362808000001678,None,1.7281357089996163,0.25,Naturalistic_scenes/Positive/4652.jpg,1.25,1.728414666999015,1.72842320899872,1.7356896249984857,1.9804217499986407,1.9744591249982477,1.9744847920010216,1.9804217499986407,2.4915316670012544,2.463118833999033,2.463128458999563,2.496112875331649,2.715231958998629,2.715231958998629,2.992863584000588,,,3.957411167000828,a,0,0.5081422090006527,None,1,0.5081422090006527,0.25,3.9584717090001504,,,,,,,,
