imgLoader.thisRepN,imgLoader.thisTrialN,imgLoader.thisN,imgLoader.thisIndex,stim_file,stim_type,thisRow.t,notes,loadStims.started,loadStims.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.2806563330013887,0.2805786250028177,,,,,,,,
