imgLoader.thisRepN,imgLoader.thisTrialN,imgLoader.thisN,imgLoader.thisIndex,stim_file,stim_type,thisRow.t,notes,loadStims.started,loadStims.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.33992945800127927,0.3398428330037859,,,,,,,,
