imgLoader.thisRepN,imgLoader.thisTrialN,imgLoader.thisN,imgLoader.thisIndex,pracBlock_loop.thisRepN,pracBlock_loop.thisTrialN,pracBlock_loop.thisN,pracBlock_loop.thisIndex,pracTrials_loop.thisRepN,pracTrials_loop.thisTrialN,pracTrials_loop.thisN,pracTrials_loop.thisIndex,trial_type,go_nogo,stim_type,corr_resp1,corr_resp2,thisRow.t,notes,loadStims.started,loadStims.stopped,shuffleStims.started,shuffleStims.stopped,prepTimings.started,prepTimings.stopped,instructions.started,textInstructions.started,keyInstruct.started,instructions.stopped,keyInstruct.keys,keyInstruct.rt,keyInstruct.duration,prepPrac.started,textPractice.started,keyPractice.started,prepPrac.stopped,keyPractice.keys,keyPractice.rt,keyPractice.duration,prepTrial.started,jitter_time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.38949791599588934,,0.33856879099766957,0.33866358299565036,0.33869066599436337,0.33896270799596095,0.33896791599545395,0.33910470799310133,0.3391119159932714,0.38949791599588934,0.38949791599588934,1.3434865409944905,space,0.9330307080017519,None,,,,,,,,,,828252,001,2024-02-09_13h00.23.056,ESST,2023.2.3,121.04553028465688,2024-02-09 13h00.27.365355 -0800,
,,,,,,,,,,,,,,,,,1.3603080829998362,,,,,,,,,,,,,,,1.3439224999965518,1.3603080829998362,1.3603080829998362,2.0873831659991993,space,0.7213221669953782,None,2.101209790998837,0.15,,,,,,,,
