imgLoader.thisRepN,imgLoader.thisTrialN,imgLoader.thisN,imgLoader.thisIndex,pracBlock_loop.thisRepN,pracBlock_loop.thisTrialN,pracBlock_loop.thisN,pracBlock_loop.thisIndex,pracTrials_loop.thisRepN,pracTrials_loop.thisTrialN,pracTrials_loop.thisN,pracTrials_loop.thisIndex,trial_type,go_nogo,stim_type,corr_resp1,corr_resp2,thisRow.t,notes,loadStims.started,loadStims.stopped,shuffleStims.started,shuffleStims.stopped,prepTimings.started,prepTimings.stopped,instructions.started,textInstructions.started,keyInstruct.started,instructions.stopped,keyInstruct.keys,keyInstruct.rt,keyInstruct.duration,prepPrac.started,textPractice.started,keyPractice.started,prepPrac.stopped,keyPractice.keys,keyPractice.rt,keyPractice.duration,prepTrial.started,jitter_time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.7135716249977122,,0.639782207996177,0.6399929999970482,0.6400319579988718,0.6404825409990735,0.6404912500001956,0.6406957079962012,0.6407047499960754,0.7135716249977122,0.7135716249977122,1.7909461249946617,space,1.0362168329957058,None,,,,,,,,,,639858,001,2024-02-09_13h32.23.698,ESST,2023.2.3,121.24151308735136,2024-02-09 13h32.30.352655 -0800,
,,,,,,,,,,,,,,,,,1.8235098750010366,,,,,,,,,,,,,,,1.7918225829998846,1.8235098750010366,1.8235098750010366,1.936520750001364,space,0.11164541600010125,None,1.9562133329964126,0.2,,,,,,,,
