imgLoader.thisRepN,imgLoader.thisTrialN,imgLoader.thisN,imgLoader.thisIndex,pracBlock_loop.thisRepN,pracBlock_loop.thisTrialN,pracBlock_loop.thisN,pracBlock_loop.thisIndex,pracTrials_loop.thisRepN,pracTrials_loop.thisTrialN,pracTrials_loop.thisN,pracTrials_loop.thisIndex,trial_type,go_nogo,stim_type,stim_file,corr_resp1,corr_resp2,thisRow.t,notes,loadStims.started,loadStims.stopped,shuffleStims.started,shuffleStims.stopped,prepTimings.started,prepTimings.stopped,instructions.started,textInstructions.started,keyInstruct.started,instructions.stopped,keyInstruct.keys,keyInstruct.rt,keyInstruct.duration,prepPrac.started,textPractice.started,keyPractice.started,prepPrac.stopped,keyPractice.keys,keyPractice.rt,keyPractice.duration,prepTrial.started,jitter_time,trial_img,trial_time,prepTrial.stopped,jitteredISI.started,textJitteredFix.started,textJitteredFix.stopped,jitteredISI.stopped,preTrial.started,textPreTrialFix.started,textPreTrialFix.stopped,preTrial.stopped,iceTrial.started,stopSignal.started,imageTarg.started,keyResp.started,stopSignal.stopped,imageTarg.stopped,keyResp.stopped,iceTrial.stopped,keyResp.keys,keyResp.corr,keyResp.rt,keyResp.duration,go_accuracy,go_reaction_time,adjusted_buzz_time,postTrial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,0.5173829169980309,,0.469654749998881,0.4698004169986234,0.4698184589979064,0.4700825839972822,0.4700878749972617,0.4701737920004234,0.47017912499723025,0.5173829169980309,0.5173829169980309,1.2138354589988012,space,0.6733586249974906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219738,001,2024-02-09_11h32.59.624,ESST,2023.2.3,None,2024-02-09 11h33.06.043171 -0800,
,,,,,,,,,,,,,,,,,,1.8845253340005002,,,,,,,,,,,,,,,1.2142962090001674,1.2221417090004252,1.2221417090004252,1.6758887500000128,space,0.446770665999793,None,1.6903566250002768,0.2,Naturalistic_scenes/Positive/4006.jpg,1.25,1.690651541997795,1.6906630839985155,1.8845253340005002,2.073244374998467,2.067809916999977,2.067821583998011,2.073244374998467,2.6169024589980836,2.5591241250003804,2.5591342089974205,2.625378125664671,2.8509938749994035,2.8509938749994035,3.121012042000075,,,4.085240291999071,l,0,0.5677207919979992,None,0,0.5677207919979992,0.25,4.086426750000101,,,,,,,,
